Technique,Variable,Training_Test,Precision,Recall,F1,Accuracy,Time_t,Time_d
LOF,20/0.2,80/20,0.4903362456976436,0.6301463082681185,0.5515187611673615,0.8975196488721037,00:00:00,00:00:00.142280
Autoencoder,1,80/20,1.0,0.9765226267437904,0.9881218798416251,0.997652342553843,00:00:38.561772,00:00:03.936483
Percentile,90/10,80/20,0.9943322706340773,0.9550867642055121,0.9743144741409233,0.9949644448980981,00:00:00,00:00:00.951780
HBOS,3,80/20,0.9003397508493771,0.8115005103776795,0.85361488904796,0.9721683508557041,00:00:00.052135,00:00:01.668931
LOF,20/0.2,80/20,0.4892223738062756,0.6100714528751275,0.5430042398546335,0.8973155047463509,00:00:00,00:00:00.139495
Autoencoder,1,80/20,1.0,0.9768628785301123,0.9882960413080896,0.9976863665748018,00:00:38.561772,00:00:03.678069
Percentile,90/10,80/20,0.9869165487977369,0.9496427356243621,0.9679209294260448,0.9937055561226226,00:00:00,00:00:00.892309
HBOS,3,80/20,0.8955623565416986,0.7965294317795168,0.8431478480100846,0.9703650777448879,00:00:00.052135,00:00:01.642716
LOF,20/0.2,80/20,0.5040672451193059,0.6325280707723716,0.5610381771540668,0.9010241230308598,00:00:00,00:00:00.136598
Autoencoder,1,80/20,1.0,0.9755018713848248,0.9875990354805374,0.9975502704909667,00:00:38.561772,00:00:04.023933
Percentile,90/10,80/20,0.9933216168717047,0.9615515481456277,0.9771784232365146,0.9955088292334388,00:00:00,00:00:00.862993
HBOS,3,80/20,0.9000372995151062,0.821027560394692,0.8587188612099644,0.9729849273587152,00:00:00.052135,00:00:01.668224
LOF,20/0.2,80/20,0.48233446741690655,0.6270840421912215,0.5452662721893491,0.8954101595726583,00:00:00,00:00:00.135686
Autoencoder,1,80/20,1.0,0.9717591017352841,0.9856773080241588,0.9971760062604199,00:00:38.561772,00:00:03.790565
Percentile,90/10,80/20,0.9943201987930422,0.9530452534875808,0.9732453092425294,0.9947603007723452,00:00:00,00:00:00.926465
HBOS,3,80/20,0.8947368421052632,0.815583531813542,0.8533285866856534,0.9719642067299513,00:00:00.052135,00:00:01.750317
LOF,20/0.2,80/20,0.4898336414048059,0.6311670636270841,0.551590841510556,0.8973835527882685,00:00:00,00:00:00.146979
Autoencoder,1,80/20,1.0,0.9755018713848248,0.9875990354805374,0.9975502704909667,00:00:38.561772,00:00:03.869502
Percentile,90/10,80/20,0.9961103253182461,0.9584892820687309,0.9769377492630483,0.99547480521248,00:00:00,00:00:00.899589
HBOS,3,80/20,0.9017622797150356,0.8183055461041171,0.8580092757759543,0.9729168793167977,00:00:00.052135,00:00:01.705530
LOF,20/0.2,80/20,0.48389590311775316,0.6389928547124872,0.550733137829912,0.8957503997822462,00:00:00,00:00:00.135469
Autoencoder,1,80/20,1.0,0.9758421231711466,0.9877733769588427,0.9975842945119254,00:00:38.561772,00:00:04.091708
Percentile,90/10,80/20,0.9885468861846815,0.9397754338210276,0.9635443921158205,0.9928889796196114,00:00:00,00:00:00.910880
HBOS,3,80/20,0.9010989010989011,0.8091187478734263,0.8526353531731803,0.9720322547718689,00:00:00.052135,00:00:01.645668
LOF,20/0.2,80/20,0.4863102998696219,0.6345695814903028,0.5506347800413345,0.8964308802014223,00:00:00,00:00:00.142398
Autoencoder,1,80/20,1.0,0.9802653963933311,0.9900343642611683,0.9980266067843898,00:00:38.561772,00:00:03.655865
Percentile,90/10,80/20,0.9957627118644068,0.9595100374276965,0.9773002945763299,0.9955428532543976,00:00:00,00:00:00.883835
HBOS,3,80/20,0.8960747663551402,0.815583531813542,0.8539365871036694,0.9721003028137866,00:00:00.052135,00:00:01.623521
LOF,20/0.2,80/20,0.4902588737656792,0.6250425314732903,0.5495064313490876,0.8975196488721037,00:00:00,00:00:00.133525
Autoencoder,1,80/20,1.0,0.9714188499489622,0.9855022437003796,0.997141982239461,00:00:38.561772,00:00:03.802509
Percentile,90/10,80/20,0.9938892882818117,0.9407961891799932,0.966614228281769,0.9935014119968698,00:00:00,00:00:00.932128
HBOS,3,80/20,0.8931240657698056,0.8132017693092889,0.8512911843276938,0.9715899424994046,00:00:00.052135,00:00:01.665974
